RA,Nome,Fase,Turma,Ano_Dados,Ano_nasc,Idade,Genero,Ano_ingresso,Instituicao_de_ensino,Pedra,INDE,Cg,Cf,Ct,N_Av,Avaliador1,Rec_Av1,Avaliador2,Rec_Av2,Avaliador3,Rec_Av3,Avaliador4,Rec_Av4,IAA,IEG,IPS,IPP,Rec_Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV
RA-142,Aluno-142,4,F,2022,2008,14,Feminino,2021,Escola Pública,Ametista,7.457,332.0,27.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,6.7,8.6,5.6,,Requer avaliação,6.3,6.0,6.8,6.0,Não,Não,7.583,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-143,Aluno-143,4,F,2022,2009,13,Masculino,2019,Rede Decisão,Topázio,8.638,24.0,3.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.9,5.6,,Sem limitações,7.9,9.7,7.7,6.4,Não,Sim,9.5,10.0,3.0,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-144,Aluno-144,4,F,2022,2008,14,Feminino,2017,Rede Decisão,Topázio,8.181,89.0,9.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.5,9.3,5.0,,Requer avaliação,7.9,7.5,7.2,9.0,Não,Não,8.292,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-145,Aluno-145,4,H,2022,2006,16,Masculino,2017,Escola Pública,Quartzo,5.846,746.0,68.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,0.0,6.3,8.1,,Sem limitações,5.2,3.0,4.8,7.8,Sim,Não,7.25,5.0,6.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-146,Aluno-146,4,H,2022,2007,15,Feminino,2022,Escola Pública,Ametista,7.947,156.0,15.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.2,7.5,,Não atendido,7.9,6.3,7.3,10.0,Sim,Não,8.208,5.0,5.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-147,Aluno-147,4,H,2022,2008,14,Feminino,2022,Escola Pública,Ametista,7.541,293.0,24.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,7.7,7.5,,Não atendido,6.1,5.8,4.8,7.7,Não,Não,7.25,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-148,Aluno-148,4,H,2022,2008,14,Masculino,2022,Escola Pública,Ametista,7.894,172.0,16.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,7.9,10.0,,Sem limitações,5.3,4.7,6.3,5.0,Sim,Não,7.708,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-149,Aluno-149,4,H,2022,2007,15,Feminino,2022,Escola Pública,Ágata,6.323,679.0,60.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.2,6.5,7.5,,Não atendido,5.0,4.0,6.0,,Não,Não,6.125,5.0,5.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-15,Aluno-15,7,D,2022,2004,18,Masculino,2022,Escola Pública,Ametista,7.783,207.0,3.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-29,Mantido na Fase + Bolsa,Avaliador-31,Mantido na Fase atual,8.8,10.0,7.5,,Não atendido,7.3,8.0,6.5,,Sim,Não,7.292,5.0,8.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-150,Aluno-150,4,H,2022,2006,16,Feminino,2020,Escola Pública,Ágata,6.962,498.0,41.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.6,6.3,6.9,,Sem limitações,6.9,5.3,6.7,8.6,Sim,Não,7.333,5.0,6.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-151,Aluno-151,4,H,2022,2006,16,Feminino,2020,Escola Pública,Ametista,7.563,289.0,23.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,7.5,6.9,,Sem limitações,8.3,7.3,8.0,9.5,Sim,Não,7.958,5.0,6.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-152,Aluno-152,4,L,2022,2006,16,Feminino,2022,Escola Pública,Ágata,6.712,586.0,54.0,13.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.3,7.0,7.5,,Não atendido,6.5,4.0,7.0,8.5,Não,Não,6.292,5.0,6.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-153,Aluno-153,4,L,2022,2008,14,Feminino,2018,Rede Decisão,Ametista,7.535,297.0,25.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,8.2,5.0,,Requer avaliação,6.6,3.3,7.7,8.8,Não,Não,7.708,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-154,Aluno-154,4,L,2022,2007,15,Masculino,2017,Escola Pública,Ágata,6.073,714.0,65.0,15.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,6.1,6.3,,Sem limitações,4.0,3.7,6.2,2.1,Sim,Não,6.833,5.0,5.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-155,Aluno-155,4,L,2022,2006,16,Masculino,2022,Escola Pública,Ametista,7.051,470.0,39.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,10.0,8.3,7.5,,Não atendido,5.2,4.3,6.8,4.3,Sim,Não,6.833,5.0,6.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-156,Aluno-156,4,L,2022,2007,15,Masculino,2018,Escola Pública,Ametista,7.357,376.0,30.0,6.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,10.0,8.3,9.4,,Sem limitações,4.4,4.7,6.5,2.1,Sim,Não,7.792,5.0,5.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-157,Aluno-157,4,L,2022,2010,12,Feminino,2018,Rede Decisão,Topázio,8.317,59.0,6.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.5,10.0,6.3,,Requer avaliação,7.7,7.0,7.5,8.7,Não,Não,8.292,10.0,3.0,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-158,Aluno-158,4,L,2022,2005,17,Feminino,2017,Rede Decisão,Ametista,7.302,392.0,32.0,7.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,9.8,5.6,,Requer avaliação,6.6,5.0,6.7,8.1,Não,Não,8.125,2.5,7.0,-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-159,Aluno-159,4,L,2022,2007,15,Feminino,2021,Escola Pública,Ágata,6.49,644.0,58.0,14.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,8.1,5.6,,Requer avaliação,4.7,4.3,5.8,3.9,Não,Não,6.458,5.0,5.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-16,Aluno-16,7,D,2022,2003,19,Masculino,2022,Escola Pública,Ágata,6.112,706.0,14.0,8.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-29,Mantido na Fase + Bolsa,Avaliador-31,Mantido na Fase atual,7.9,8.3,5.0,,Requer avaliação,3.5,7.0,0.0,,Sim,Não,6.333,5.0,8.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-160,Aluno-160,4,L,2022,2007,15,Feminino,2021,Escola Pública,Ágata,6.746,568.0,52.0,12.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.5,7.2,5.6,,Requer avaliação,5.3,2.7,6.0,7.1,Sim,Não,8.25,5.0,5.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-161,Aluno-161,4,L,2022,2011,11,Feminino,2018,Rede Decisão,Ametista,7.957,153.0,14.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,9.1,5.6,,Requer avaliação,6.9,5.3,6.8,8.5,Não,Não,8.083,10.0,2.0,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-162,Aluno-162,4,L,2022,2008,14,Feminino,2021,Escola Pública,Ametista,7.215,423.0,34.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,6.7,8.5,7.5,,Requer avaliação,5.5,4.7,5.5,6.4,Não,Não,6.542,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-163,Aluno-163,4,L,2022,2007,15,Feminino,2021,Escola Pública,Ágata,6.797,556.0,49.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,7.9,5.6,,Requer avaliação,6.7,6.5,6.3,7.4,Não,Não,6.5,5.0,5.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-164,Aluno-164,4,L,2022,2006,16,Masculino,2018,Escola Pública,Ágata,6.776,562.0,50.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,8.3,7.3,5.6,,Requer avaliação,6.5,4.7,6.5,8.3,Sim,Não,7.208,5.0,6.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-165,Aluno-165,4,L,2022,2008,14,Feminino,2017,Rede Decisão,Topázio,8.063,128.0,12.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.1,9.8,5.6,,Sem limitações,7.6,5.3,7.8,9.7,Não,Não,7.5,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-166,Aluno-166,4,L,2022,2008,14,Masculino,2020,Escola Pública,Topázio,8.253,73.0,8.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,9.0,6.3,,Sem limitações,8.1,7.0,7.2,10.0,Sim,Não,7.542,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-167,Aluno-167,4,P,2022,2006,16,Feminino,2018,Rede Decisão,Ametista,7.798,200.0,19.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.2,9.7,5.6,,Requer avaliação,7.9,9.3,8.0,6.3,Não,Não,7.833,5.0,6.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-168,Aluno-168,4,P,2022,2007,15,Feminino,2018,Rede Decisão,Ágata,6.917,522.0,44.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,8.3,6.3,,Sem limitações,5.9,4.7,8.2,5.0,Não,Não,7.083,5.0,5.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-169,Aluno-169,4,P,2022,2007,15,Feminino,2018,Escola Pública,Quartzo,5.159,814.0,73.0,9.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,7.5,5.1,6.3,,Sem limitações,3.2,1.3,4.5,3.8,Não,Não,4.792,5.0,5.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-17,Aluno-17,7,D,2022,2002,20,Masculino,2022,Escola Pública,Topázio,8.068,125.0,2.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-29,Mantido na Fase + Bolsa,Avaliador-31,Mantido na Fase atual,8.8,10.0,7.5,,Não atendido,7.8,9.0,6.5,,Sim,Não,8.292,5.0,8.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-170,Aluno-170,4,P,2022,2008,14,Feminino,2018,Rede Decisão,Ágata,7.007,484.0,40.0,4.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,9.2,5.6,,Requer avaliação,4.9,3.7,6.7,4.3,Não,Não,5.792,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-171,Aluno-171,4,P,2022,2006,16,Masculino,2022,Escola Pública,Ágata,6.581,632.0,57.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,6.8,7.5,,Sem limitações,5.5,3.0,8.0,,Não,Não,6.875,5.0,6.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-172,Aluno-172,4,P,2022,2008,14,Feminino,2018,Rede Decisão,Topázio,8.673,18.0,1.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.9,9.4,,Sem limitações,7.3,6.0,7.7,8.1,Não,Sim,8.917,10.0,4.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-173,Aluno-173,4,P,2022,2005,17,Masculino,2019,Rede Decisão,Ametista,7.816,198.0,18.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.2,6.9,,Requer avaliação,7.9,9.0,7.5,7.1,Não,Sim,9.25,2.5,7.0,-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-174,Aluno-174,4,P,2022,2007,15,Feminino,2019,Escola Pública,Ágata,6.075,713.0,64.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,6.2,7.5,,Sem limitações,4.4,4.0,5.3,3.8,Não,Não,6.042,5.0,5.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-175,Aluno-175,4,P,2022,2007,15,Feminino,2018,Rede Decisão,Ágata,6.75,567.0,51.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,9.2,5.6,,Requer avaliação,5.9,4.7,7.2,5.9,Não,Não,5.833,5.0,5.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-176,Aluno-176,3,A,2022,2009,13,Feminino,2018,Rede Decisão,Topázio,8.427,44.0,12.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.6,9.1,5.6,,Requer avaliação,6.9,5.1,6.8,8.7,Não,Sim,9.083,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-177,Aluno-177,3,A,2022,2009,13,Feminino,2022,Escola Pública,Ametista,7.424,347.0,40.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.9,8.8,4.4,,Requer avaliação,6.8,6.0,7.5,,Não,Não,6.958,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-178,Aluno-178,3,A,2022,2009,13,Feminino,2016,Rede Decisão,Ágata,7.025,481.0,61.0,13.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,0.0,8.8,4.4,,Requer avaliação,6.3,6.2,5.3,7.3,Não,Sim,8.458,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-179,Aluno-179,3,A,2022,2010,12,Masculino,2022,Escola Pública,Ametista,7.993,145.0,22.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.5,9.2,7.5,,Sem limitações,6.1,3.7,6.7,8.0,Sim,Não,8.042,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-18,Aluno-18,7,D,2022,2003,19,Masculino,2022,Escola Pública,Ametista,7.226,418.0,7.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-29,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,6.3,8.7,6.3,,Requer avaliação,9.0,9.0,9.0,,Sim,Não,6.875,5.0,8.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-180,Aluno-180,3,A,2022,2010,12,Masculino,2018,Rede Decisão,Topázio,8.442,42.0,11.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.3,6.3,,Requer avaliação,8.1,7.7,8.3,8.3,Não,Sim,8.625,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-181,Aluno-181,3,A,2022,2009,13,Feminino,2019,Rede Decisão,Topázio,8.623,25.0,6.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.2,9.5,8.8,,Não atendido,6.8,6.8,7.3,6.2,Não,Sim,8.458,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-182,Aluno-182,3,A,2022,2006,16,Feminino,2021,Escola Pública,Ágata,6.328,677.0,93.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,8.0,7.5,,Não atendido,4.1,1.3,5.7,5.4,Não,Não,6.958,2.5,6.0,-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-183,Aluno-183,3,A,2022,2009,13,Feminino,2022,Escola Pública,Ametista,7.3,394.0,46.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.3,8.8,7.5,,Não atendido,3.8,0.0,7.5,,Não,Não,7.25,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-184,Aluno-184,3,A,2022,2006,16,Masculino,2019,Escola Pública,Ametista,7.28,403.0,47.0,12.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,7.7,7.5,,Não atendido,7.2,5.0,7.3,9.3,Sim,Não,8.0,2.5,6.0,-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
